Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Train Recall,Valid Recall,Train F1 Score,Valid F1 Score
1,3.3614725020893834,3.199188834742496,0.950657894736842,1.0,0.34868421052631576,0.5482456140350878,0.3436628293706484,0.5420033346158778
2,3.1251730375122606,3.1085469848231266,0.9989035087719298,1.0,0.5723684210526315,0.5877192982456141,0.569459566756749,0.5810564353555204
3,3.054400128230714,3.083090204941599,0.9950657894736842,1.0,0.6293859649122807,0.6008771929824561,0.6283962821265766,0.5654054331736731
4,3.01438331813143,2.9643287700519227,0.9956140350877193,1.0,0.674890350877193,0.7280701754385965,0.6745229226367909,0.7249449789347922
5,2.958179005405359,2.9753807051139964,0.9934210526315789,1.0,0.7291666666666666,0.706140350877193,0.7273681060416849,0.7061173862416098
6,2.929351541033962,2.960334070941858,0.9956140350877193,1.0,0.7571271929824561,0.7236842105263158,0.7562701568256935,0.7176262930326748
7,2.9314266171371726,2.9587274601584985,0.9945175438596491,1.0,0.7532894736842105,0.7236842105263158,0.7526305447822308,0.7236947479693248
8,2.907449331199914,2.926584766622175,0.9928728070175438,1.0,0.7828947368421053,0.7631578947368421,0.7823720484568135,0.7605445381318008
9,2.884480041370057,2.968888843268679,0.9978070175438596,0.9912280701754386,0.8037280701754386,0.7017543859649122,0.8035788586265148,0.7027884867830148
10,2.8681409045269617,2.915127294105396,0.9950657894736842,1.0,0.8168859649122807,0.7894736842105263,0.8166702227354242,0.7893499280053902
11,2.8421674151169625,2.913411441602205,0.9967105263157894,1.0,0.8470394736842105,0.7763157894736842,0.8465365505539141,0.7756033436442984
12,2.824251517914889,2.9191385737636635,0.993969298245614,0.9956140350877193,0.8607456140350878,0.7675438596491229,0.8607108419373001,0.7656815663593026
13,2.8155027586117125,2.88228270045498,0.9928728070175438,1.0,0.8739035087719298,0.8114035087719298,0.873779560976078,0.809524250965896
14,2.7964649263181185,2.87979281157778,0.9945175438596491,1.0,0.8914473684210527,0.8070175438596491,0.8912541868188233,0.8057154605659682
15,2.7928502977940073,2.8952812060975193,0.993969298245614,1.0,0.893640350877193,0.8070175438596491,0.893535520767529,0.8030802155029415
16,2.7898107871674656,2.8857107204303407,0.9956140350877193,0.9956140350877193,0.8980263157894737,0.8026315789473685,0.8978100330385089,0.8022197563336804
17,2.7705997960609303,2.877215075911137,0.9950657894736842,1.0,0.9172149122807017,0.8201754385964912,0.9171567355753643,0.8197182753218969
18,2.7664237524333752,2.8666420819466576,0.9961622807017543,1.0,0.9199561403508771,0.8201754385964912,0.9198820843295112,0.8197157776139181
19,2.76691336380808,2.8911932644091154,0.9950657894736842,0.9956140350877193,0.9177631578947368,0.7894736842105263,0.9178166960617871,0.7878588647819417
20,2.7519491367172777,2.931544646882174,0.9950657894736842,0.9868421052631579,0.9331140350877193,0.7456140350877193,0.9330999287390579,0.7363655865698819
21,2.7426292582562097,2.8615984163786234,0.9956140350877193,1.0,0.9413377192982456,0.8333333333333334,0.941357114718874,0.8324772600164009
22,2.7366079468476143,2.8671256868462813,0.9923245614035087,1.0,0.9484649122807017,0.8157894736842105,0.9484651494725316,0.8154058585093068
23,2.731899746677332,2.865046216730486,0.9945175438596491,1.0,0.9528508771929824,0.8157894736842105,0.9528668681485924,0.8160784721294275
24,2.7296602725982666,2.876551598833318,0.993969298245614,1.0,0.9544956140350878,0.8114035087719298,0.9545278983837985,0.8096513483116679
25,2.738484970310278,2.8765218759837903,0.9917763157894737,1.0,0.9473684210526315,0.8157894736842105,0.9474187618259843,0.8152182586260929
26,2.7265695249825193,2.849204155436733,0.9956140350877193,1.0,0.9588815789473685,0.8377192982456141,0.9589081514229196,0.837542637222623
27,2.717760339117887,2.8488851430123314,0.9945175438596491,1.0,0.9665570175438597,0.8421052631578947,0.9665793800023629,0.841856518893911
28,2.713954444517169,2.8558484378613924,0.9950657894736842,1.0,0.9703947368421053,0.8157894736842105,0.9704118102426726,0.8150440610813232
29,2.7136402443835608,2.859023010521604,0.9945175438596491,1.0,0.9698464912280702,0.8201754385964912,0.9698710381237997,0.8198424689107919
30,2.71358485180035,2.827189888870507,0.9945175438596491,1.0,0.9709429824561403,0.8552631578947368,0.9709588112993175,0.8550746869849176
31,2.714553159579896,2.8367437228821872,0.9956140350877193,1.0,0.9698464912280702,0.8464912280701754,0.969861434292044,0.8457977207977209
32,2.7078875847030104,2.838453460157963,0.9961622807017543,1.0,0.9747807017543859,0.8464912280701754,0.9747838545900703,0.8463040094672359
33,2.7109952976829126,2.842416947348076,0.9945175438596491,1.0,0.9725877192982456,0.8552631578947368,0.9725993443581973,0.8550848622277193
34,2.709760404469674,2.870237241711533,0.9934210526315789,1.0,0.9731359649122807,0.8070175438596491,0.9731296969188247,0.8069644622439653
35,2.708046975888704,2.831599469770465,0.9967105263157894,1.0,0.9747807017543859,0.8552631578947368,0.9747907804575262,0.8554010866091404
