Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Train Recall,Valid Recall,Train F1 Score,Valid F1 Score
1,3.0423542072645726,2.891919972945233,0.8992950654582075,1.0,0.33131923464249746,0.47619047619047616,0.24933464006809228,0.37598046122774875
2,2.8792599011043767,2.8128478624382796,0.9979859013091642,1.0,0.44410876132930516,0.4897959183673469,0.35418104406208695,0.390911920323685
3,2.807342219808911,2.7226926599230086,0.9959718026183283,1.0,0.5146022155085599,0.5782312925170068,0.45719118730385827,0.4831184982584099
4,2.7193432437689284,2.6042818147308973,0.9909365558912386,0.9931972789115646,0.6203423967774421,0.7210884353741497,0.6157857299238727,0.7210884353741497
5,2.6617878748691095,2.6436353556963863,0.9758308157099698,0.9931972789115646,0.6696878147029205,0.6870748299319728,0.6670918202651922,0.6855306709187988
6,2.6567634290078614,2.560996439992165,0.972809667673716,1.0,0.6737160120845922,0.7551020408163265,0.6746339359942681,0.7567815935226788
7,2.6156961992307974,2.5689027439169334,0.9808660624370594,0.9795918367346939,0.7049345417925479,0.7619047619047619,0.7045065290955062,0.7619644723093
8,2.5883080642389027,2.5584637080731034,0.9718026183282981,0.9795918367346939,0.7371601208459214,0.7687074829931972,0.7361614174206402,0.7713509531198327
9,2.6071110410392584,2.619015310897308,0.9748237663645518,0.9795918367346939,0.7190332326283988,0.7142857142857143,0.7189854331802127,0.706656874881359
10,2.5915733072812945,2.6060690717632267,0.9647532729103726,0.9863945578231292,0.743202416918429,0.7074829931972789,0.7429667869106384,0.705054916454487
11,2.5601954323287455,2.565568357908807,0.9778449144008057,0.9863945578231292,0.7673716012084593,0.7619047619047619,0.7667376398055431,0.7610217990517707
12,2.5507524676193283,2.678092121266994,0.9768378650553877,0.9931972789115646,0.7734138972809668,0.6394557823129252,0.7726307690259818,0.6327943661276995
13,2.577492220764314,2.5552250171194273,0.973816717019134,0.9795918367346939,0.7452165156092648,0.7619047619047619,0.7457445984415938,0.7604408733440993
14,2.5299053187336686,2.53415018360631,0.9718026183282981,0.9863945578231292,0.796576032225579,0.8027210884353742,0.7966086201380317,0.8030839002267575
15,2.5233404160986495,2.5381359729637096,0.9808660624370594,0.9931972789115646,0.8006042296072508,0.782312925170068,0.8004434145913548,0.7823267462736154
16,2.4982745724262188,2.5811887841646364,0.9909365558912386,0.9931972789115646,0.8267875125881168,0.7551020408163265,0.8265676008959592,0.7575935671733496
17,2.483071247016315,2.5943438714864304,0.9919436052366566,0.9931972789115646,0.8489425981873112,0.7142857142857143,0.8489228159106333,0.705273348311323
18,2.4817285590541567,2.5643569125610144,0.9889224572004028,0.9931972789115646,0.8449144008056395,0.7482993197278912,0.8448976013591032,0.7470310391363023
19,2.469213927260338,2.5719440307746937,0.9929506545820745,0.9931972789115646,0.8580060422960725,0.7551020408163265,0.8580051229941004,0.758098223615465
