Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Train Recall,Valid Recall,Train F1 Score,Valid F1 Score
1,3.066747455558508,2.9464957324825987,0.8882175226586103,1.0,0.297079556898288,0.3333333333333333,0.17205833639428444,0.16666666666666666
2,2.875743415540559,2.7102339981364554,1.0,1.0,0.47230614300100704,0.6598639455782312,0.46364000288082363,0.6562702419077602
3,2.702806511194204,2.653936739681529,0.9979859013091642,1.0,0.6404833836858006,0.6666666666666666,0.6361177468597176,0.6522930697687979
4,2.698885566158237,2.6155720843749792,0.9959718026183283,1.0,0.622356495468278,0.7210884353741497,0.6182352851452466,0.7176381923906677
5,2.642847851564037,2.5872612113044378,0.9909365558912386,1.0,0.6827794561933535,0.7278911564625851,0.6810873373753683,0.7276361179273801
6,2.6169540385105097,2.6027425324835747,0.9909365558912386,0.9931972789115646,0.7139979859013091,0.7074829931972789,0.7145374449298659,0.7018316460032508
7,2.5937285096743796,2.586307159086474,0.9838872104733132,0.9863945578231292,0.7321248741188319,0.7414965986394558,0.731147624019594,0.7458522973325648
8,2.576136879090216,2.600468335508489,0.9808660624370594,0.9863945578231292,0.7512588116817724,0.7210884353741497,0.7518118137248045,0.7234441302072383
9,2.578819442251538,2.578079385822322,0.9818731117824774,0.9863945578231292,0.7421953675730111,0.7482993197278912,0.7424477374844703,0.7507291329270639
10,2.5584520635768127,2.58110989194338,0.9718026183282981,0.9795918367346939,0.7693856998992951,0.7278911564625851,0.768453901707203,0.7276361179273801
11,2.542794285704122,2.5823543898913326,0.9848942598187311,0.9795918367346939,0.7885196374622356,0.7482993197278912,0.7881058731405178,0.7519262391355415
12,2.534224763497605,2.572094065802438,0.9818731117824774,0.9863945578231292,0.7915407854984894,0.7414965986394558,0.7915927547559748,0.7442757672482894
13,2.5108566634724627,2.5797957449543234,0.9808660624370594,0.9795918367346939,0.8136958710976838,0.7414965986394558,0.8138332986136497,0.7427295942886631
14,2.507760027504159,2.581593253985554,0.9879154078549849,0.9863945578231292,0.8197381671701913,0.7210884353741497,0.8199875284746165,0.7240161770025757
15,2.482853835202896,2.57544351110653,0.9889224572004028,0.9863945578231292,0.8429003021148036,0.7482993197278912,0.8431920910278499,0.7521241059371587
16,2.4630676869299237,2.610340929355751,0.9899295065458208,0.9795918367346939,0.865055387713998,0.7074829931972789,0.8652646907330888,0.702729672771421
17,2.4591212676010823,2.5827478178504375,0.9919436052366566,0.9795918367346939,0.8690835850956697,0.7414965986394558,0.8692453053982875,0.7405835221403335
