Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy,Train Recall,Valid Recall,Train F1 Score,Valid F1 Score
1,3.135314564955862,2.4929169019063315,0.26096491228070173,0.43859649122807015,0.26096491228070173,0.43859649122807015,0.19814811652329767,0.37965152230617016
2,1.8076082875854091,1.3978547181999474,0.6052631578947368,0.6578947368421052,0.6052631578947368,0.6578947368421053,0.6039008869463283,0.6592100406053896
3,1.0453092915969981,0.934030316377941,0.7384868421052632,0.7149122807017544,0.7384868421052632,0.7149122807017544,0.7387323301910749,0.7144090265562659
4,0.7612140630943733,0.8217117294930575,0.7828947368421052,0.7149122807017544,0.7828947368421053,0.7149122807017544,0.782773309422011,0.7126984126984127
5,0.5895950200787762,0.7067295736388156,0.8273026315789473,0.763157894736842,0.8273026315789473,0.7631578947368421,0.8272676592143092,0.7630078493520525
6,0.45699462359934523,0.6767853529829728,0.8601973684210525,0.7543859649122806,0.8601973684210527,0.7543859649122807,0.8600482835305286,0.7539961707662518
7,0.3664668729169327,0.6237438389083796,0.8991228070175438,0.7719298245614035,0.8991228070175439,0.7719298245614035,0.8991195159802854,0.7719298245614035
8,0.2830249358033925,0.6012406979213681,0.9353070175438596,0.7719298245614035,0.9353070175438597,0.7719298245614035,0.935311730856609,0.7720600815744914
9,0.2219929985309902,0.5809320776086104,0.9577850877192982,0.7894736842105263,0.9577850877192983,0.7894736842105263,0.9577386160857242,0.7894555775350478
10,0.1695115507106509,0.5884018550839341,0.9736842105263157,0.7763157894736842,0.9736842105263158,0.7763157894736842,0.9736882870227827,0.7765739366580239
11,0.12935266918257662,0.5672476932145002,0.9808114035087718,0.8026315789473684,0.9808114035087719,0.8026315789473685,0.9808094890632396,0.8026010731924578
12,0.11254817858469068,0.5669794736201303,0.9862938596491228,0.7894736842105263,0.9862938596491229,0.7894736842105263,0.9862910977447745,0.7895354107919058
13,0.09515146450384666,0.5891542934011995,0.9868421052631579,0.7807017543859649,0.9868421052631579,0.7807017543859649,0.986846440773468,0.780939834015821
14,0.07334974422854812,0.5801029615757758,0.9895833333333333,0.7850877192982456,0.9895833333333334,0.7850877192982456,0.9895819154156628,0.7854517142491825
15,0.06577551465383485,0.5837817091429442,0.9890350877192982,0.7982456140350876,0.9890350877192983,0.7982456140350878,0.9890377428403935,0.7983555225468081
16,0.05958593262588246,0.5861323674519857,0.993969298245614,0.7982456140350876,0.9939692982456141,0.7982456140350878,0.9939692982456141,0.7979743384427667
17,0.05105627087157285,0.5502693075359913,0.9950657894736842,0.8201754385964912,0.9950657894736842,0.8201754385964912,0.9950643856525433,0.8202905789571385
18,0.03653618677829703,0.5692077639855837,0.9978070175438596,0.8026315789473684,0.9978070175438597,0.8026315789473685,0.9978074676624981,0.8025287146729272
19,0.035143246416721424,0.6040097529950895,0.9961622807017543,0.7850877192982456,0.9961622807017544,0.7850877192982456,0.996162726738223,0.7853316231732816
20,0.036416196411377506,0.6212604218407681,0.9967105263157894,0.7938596491228069,0.9967105263157895,0.793859649122807,0.9967100739725118,0.7938966383410827
21,0.033961517965061624,0.5993460908270719,0.9956140350877193,0.8070175438596491,0.9956140350877193,0.8070175438596491,0.9956149219661279,0.806071092767345
22,0.02388493150570675,0.6031351967861778,0.9978070175438596,0.7938596491228069,0.9978070175438597,0.793859649122807,0.9978065640900889,0.7938350392567929
